iter	Passed	Remaining
431	15311	20132
432	15337	20084
433	15366	20040
434	15391	19991
435	15417	19944
436	15447	19901
437	15472	19852
438	15525	19839
439	15546	19786
440	15570	19736
441	15608	19704
442	15644	19669
443	15667	19619
444	15701	19583
445	15729	19538
446	15759	19496
447	15781	19445
448	15816	19409
449	15859	19383
450	15884	19335
451	15906	19285
452	15928	19234
453	15961	19195
454	15997	19161
455	16027	19120
456	16075	19100
457	16135	19095
458	16195	19088
459	16263	19091
460	16319	19081
461	16339	19027
462	16362	18977
463	16389	18932
464	16410	18880
465	16440	18839
466	16463	18789
467	16500	18756
468	16524	18708
469	16545	18657
470	16570	18610
471	16592	18560
472	16613	18510
473	16652	18479
474	16675	18430
475	16700	18384
476	16730	18343
477	16760	18303
478	16786	18257
479	16808	18209
480	16834	18164
481	16868	18127
482	16904	18094
483	16939	18059
484	16967	18017
485	16995	17974
486	17040	17950
487	17069	17908
488	17102	17871
489	17127	17826
490	17155	17784
491	17185	17744
492	17213	17701
493	17242	17661
494	17277	17626
495	17331	17610
496	17360	17570
497	17383	17522
498	17412	17482
499	17435	17435
500	17456	17386
501	17482	17343
502	17511	17303
503	17537	17259
504	17581	17233
505	17601	17183
506	17618	17131
507	17639	17083
508	17657	17032
509	17675	16982
510	17696	16934
511	17739	16908
512	17764	16864
513	17785	16816
514	17815	16777
515	17834	16728
516	17875	16699
517	17908	16664
518	17930	16617
519	17955	16574
520	17990	16539
521	18024	16505
522	18046	16458
523	18072	16416
524	18131	16404
525	18165	16369
526	18193	16328
527	18219	16286
528	18258	16256
529	18280	16210
530	18357	16214
531	18391	16179
532	18427	16145
533	18482	16128
534	18513	16091
535	18540	16050
536	18566	16007
537	18609	15980
538	18642	15944
539	18694	15924
540	18745	15903
541	18772	15862
542	18813	15834
543	18844	15796
544	18890	15771
545	18923	15734
546	18958	15700
547	18989	15662
548	19023	15627
549	19073	15605
550	19098	15563
551	19129	15525
552	19163	15490
553	19202	15458
554	19244	15430
555	19294	15408
556	19321	15367
557	19356	15332
558	19382	15291
559	19416	15256
560	19448	15218
561	19476	15179
562	19510	15143
563	19537	15103
564	19566	15064
565	19607	15034
566	19650	15006
567	19687	14973
568	19711	14930
569	19738	14890
570	19776	14858
571	19823	14832
572	19853	14794
573	19881	14754
574	19915	14720
575	19940	14678
576	19966	14637
577	19996	14599
578	20032	14566
579	20079	14540
580	20115	14506
581	20145	14468
582	20177	14432
583	20207	14394
584	20241	14359
585	20278	14326
586	20321	14297
587	20355	14262
588	20383	14223
589	20413	14185
590	20459	14159
591	20487	14119
592	20520	14084
593	20553	14048
594	20579	14007
595	20607	13969
596	20639	13932
597	20679	13901
598	20726	13875
599	20756	13837
600	20793	13804
601	20827	13769
602	20872	13742
603	20910	13709
604	20940	13672
605	20966	13631
606	20994	13592
607	21029	13558
608	21057	13519
609	21099	13490
610	21133	13454
611	21166	13419
612	21193	13380
613	21226	13344
614	21262	13310
615	21298	13277
616	21328	13239
617	21355	13200
618	21385	13163
619	21419	13127
620	21452	13092
621	21484	13056
622	21516	13020
623	21551	12986
624	21601	12961
625	21647	12933
626	21672	12893
627	21703	12856
628	21731	12817
629	21765	12782
630	21799	12747
631	21828	12710
632	21850	12668
633	21890	12637
634	21924	12602
635	21947	12561
636	21974	12522
637	21999	12482
638	22029	12445
639	22061	12409
640	22092	12373
641	22129	12340
642	22167	12307
643	22211	12278
644	22248	12245
645	22282	12210
646	22314	12174
647	22337	12133
648	22367	12096
649	22394	12058
650	22423	12021
651	22448	11981
652	22479	11945
653	22505	11906
654	22532	11868
655	22570	11835
656	22595	11796
657	22620	11757
658	22640	11715
659	22663	11674
660	22713	11648
661	22747	11614
662	22774	11576
663	22802	11538
664	22832	11502
665	22862	11465
666	22898	11432
667	22926	11394
668	22953	11356
669	22975	11316
670	23015	11284
671	23046	11249
672	23102	11225
673	23169	11206
674	23209	11175
675	23264	11150
676	23303	11118
677	23358	11093
678	23385	11055
679	23414	11018
680	23457	10988
681	23491	10953
682	23515	10914
683	23558	10883
684	23586	10846
685	23617	10810
686	23642	10771
687	23673	10735
688	23704	10699
689	23734	10663
690	23759	10624
691	23801	10593
692	23838	10560
693	23864	10522
694	23900	10488
695	23931	10452
696	23954	10413
697	23979	10375
698	24014	10340
699	24055	10309
700	24090	10275
701	24123	10240
702	24169	10210
703	24201	10175
704	24226	10137
705	24257	10101
706	24296	10069
707	24350	10042
708	24378	10005
709	24406	9968
710	24431	9930
711	24470	9897
712	24498	9861
713	24537	9828
714	24562	9790
715	24594	9755
716	24624	9719
717	24662	9686
718	24695	9651
719	24730	9617
720	24756	9579
721	24788	9544
722	24818	9508
723	24849	9472
724	24881	9437
725	24925	9407
726	24961	9373
727	24987	9336
728	25035	9306
729	25077	9275
730	25118	9243
731	25169	9214
732	25199	9178
733	25236	9145
734	25263	9108
735	25303	9076
736	25326	9037
737	25377	9009
738	25402	8971
739	25438	8937
740	25476	8904
741	25508	8869
742	25535	8832
743	25559	8794
744	25593	8760
745	25618	8722
746	25647	8686
747	25688	8654
748	25710	8616
749	25735	8578
750	25760	8541
751	25786	8504
752	25814	8467
753	25840	8430
754	25865	8393
755	25903	8360
756	25988	8342
757	26029	8310
758	26060	8274
759	26093	8240
760	26128	8205
761	26154	8168
762	26193	8136
763	26227	8101
764	26254	8065
765	26284	8029
766	26316	7994
767	26353	7960
768	26378	7923
769	26409	7888
770	26435	7851
771	26460	7814
772	26484	7777
773	26509	7740
774	26533	7703
775	26562	7667
776	26588	7630
777	26633	7599
778	26679	7568
779	26702	7531
780	26728	7494
781	26761	7460
782	26796	7426
783	26822	7389
784	26851	7354
785	26880	7318
786	26909	7283
787	26943	7248
788	26977	7214
789	27005	7178
790	27034	7143
791	27059	7106
792	27093	7072
793	27131	7039
794	27156	7002
795	27186	6967
796	27224	6934
797	27254	6899
798	27299	6867
799	27353	6838
800	27400	6807
801	27431	6772
802	27475	6740
803	27507	6705
804	27538	6670
805	27570	6635
806	27622	6606
807	27674	6576
808	27724	6545
809	27757	6510
810	27803	6479
811	27836	6444
812	27867	6409
813	27908	6377
814	27947	6343
815	27975	6308
816	28006	6273
817	28035	6237
818	28062	6201
819	28087	6165
820	28114	6129
821	28140	6093
822	28169	6058
823	28197	6022
824	28224	5987
825	28250	5951
826	28277	5915
827	28299	5878
828	28324	5842
829	28377	5812
830	28415	5778
831	28447	5744
832	28473	5708
833	28498	5672
834	28522	5636
835	28552	5601
836	28585	5566
837	28614	5531
838	28635	5495
839	28661	5459
840	28685	5423
841	28712	5387
842	28749	5354
843	28782	5320
844	28811	5284
845	28835	5248
846	28857	5212
847	28893	5179
848	28920	5143
849	28946	5108
850	28977	5073
851	29008	5038
852	29035	5003
853	29078	4971
854	29106	4936
855	29139	4901
856	29180	4869
857	29215	4835
858	29243	4800
859	29289	4768
860	29322	4733
861	29354	4699
862	29389	4665
863	29420	4631
864	29454	4596
865	29475	4560
866	29506	4526
867	29547	4493
868	29583	4459
869	29617	4425
870	29649	4391
871	29670	4355
872	29692	4319
873	29748	4288
874	29770	4252
875	29801	4218
876	29838	4184
877	29872	4150
878	29898	4115
879	29960	4085
880	30025	4055
881	30061	4021
882	30085	3986
883	30111	3951
884	30148	3917
885	30184	3883
886	30211	3848
887	30251	3815
888	30300	3783
889	30331	3748
890	30361	3714
891	30385	3678
892	30411	3643
893	30438	3609
894	30460	3573
895	30494	3539
896	30520	3504
897	30550	3470
898	30601	3437
899	30626	3402
900	30667	3369
901	30714	3337
902	30750	3303
903	30792	3269
904	30811	3234
905	30847	3200
906	30882	3166
907	30912	3132
908	30943	3097
909	30981	3064
910	31024	3030
911	31050	2996
912	31090	2962
913	31118	2928
914	31160	2894
915	31182	2859
916	31219	2825
917	31258	2792
918	31311	2759
919	31346	2725
920	31375	2691
921	31415	2657
922	31458	2624
923	31485	2589
924	31510	2554
925	31542	2520
926	31571	2486
927	31601	2451
928	31624	2416
929	31650	2382
930	31682	2348
931	31705	2313
932	31736	2279
933	31812	2248
934	31857	2214
935	31891	2180
936	31918	2146
937	31950	2111
938	31970	2076
939	31994	2042
940	32020	2007
941	32047	1973
942	32086	1939
943	32120	1905
944	32146	1870
945	32184	1837
946	32223	1803
947	32259	1769
948	32284	1735
949	32312	1700
950	32341	1666
951	32365	1631
952	32439	1599
953	32512	1567
954	32558	1534
955	32583	1499
956	32606	1465
957	32639	1430
958	32662	1396
959	32693	1362
960	32744	1328
961	32791	1295
962	32815	1260
963	32843	1226
964	32867	1192
965	32886	1157
966	32927	1123
967	32958	1089
968	32980	1055
969	33003	1020
970	33025	986
971	33049	952
972	33091	918
973	33110	883
974	33140	849
975	33176	815
976	33213	781
977	33234	747
978	33257	713
979	33279	679
980	33301	644
981	33327	610
982	33353	576
983	33395	543
984	33422	508
985	33444	474
986	33473	440
987	33516	407
988	33545	373
989	33576	339
990	33600	305
991	33623	271
992	33648	237
993	33671	203
994	33690	169
995	33712	135
996	33748	101
997	33779	67
998	33818	33
999	33865	0
